epoch train_total val_total train_box val_box train_obj val_obj train_cls val_cls
24 3.705479621887207 4.452214241027832 0.4717126488685608 0.5681543350219727 1.3057132959365845 1.5683119297027588 0.04120304062962532 0.04313075542449951
25 3.64264178276062 4.453434467315674 0.46359971165657043 0.5690919756889343 1.2837152481079102 1.5648819208145142 0.04092799127101898 0.04309273883700371
26 3.5830013751983643 4.448548793792725 0.45570310950279236 0.5659429430961609 1.2637652158737183 1.5759917497634888 0.04072073847055435 0.04284248128533363
27 3.514580249786377 4.452747821807861 0.447000116109848 0.5643311142921448 1.2391248941421509 1.5882643461227417 0.040454596281051636 0.042827628552913666
28 3.449221611022949 4.5895771980285645 0.438679039478302 0.5674400925636292 1.2155808210372925 1.7094496488571167 0.04024558514356613 0.04292720928788185
29 3.387664318084717 4.655043125152588 0.4308691918849945 0.5698437094688416 1.1933305263519287 1.7628741264343262 0.03998776525259018 0.042950503528118134
30 3.3301451206207275 4.552331447601318 0.4234806001186371 0.5687310099601746 1.1729187965393066 1.6658954620361328 0.039823226630687714 0.04278112202882767
31 3.2691972255706787 4.68446683883667 0.4158415198326111 0.5688594579696655 1.1503968238830566 1.7977755069732666 0.03959271311759949 0.04239404946565628
32 3.207672119140625 4.673851013183594 0.40812572836875916 0.5689067244529724 1.1276626586914062 1.786651372909546 0.03938080742955208 0.04266641288995743
33 3.154158592224121 4.806231498718262 0.4012332558631897 0.5712903738021851 1.1087794303894043 1.907391905784607 0.03921288624405861 0.04238785430788994
34 3.1008005142211914 4.815908432006836 0.39430803060531616 0.5727850198745728 1.0902843475341797 1.909460425376892 0.03897601366043091 0.04252327233552933
35 3.0452721118927 4.875577926635742 0.3872210681438446 0.5714746713638306 1.070396900177002 1.975624442100525 0.038770053535699844 0.04258003830909729
36 2.9912261962890625 4.904592514038086 0.380319744348526 0.5710431337356567 1.0510326623916626 2.006850481033325 0.03859478980302811 0.04252641275525093
37 2.940830945968628 4.993619441986084 0.3736409544944763 0.5747781991958618 1.034201741218567 2.077296733856201 0.03842465206980705 0.042431581765413284
38 2.899526834487915 5.0637030601501465 0.3682635724544525 0.5758082270622253 1.0199722051620483 2.142153739929199 0.0382368341088295 0.0425080768764019
39 2.8563039302825928 5.111085891723633 0.3626798987388611 0.5763096213340759 1.00480318069458 2.186706781387329 0.038101259618997574 0.042830705642700195
40 2.8163528442382812 5.365499973297119 0.3572326898574829 0.5838387608528137 0.9922407269477844 2.403573989868164 0.037948641926050186 0.042732007801532745
41 2.7798521518707275 5.29057502746582 0.35246846079826355 0.5803113579750061 0.9796732664108276 2.3462460041046143 0.03783649206161499 0.042772326618433
42 2.7511091232299805 5.265174388885498 0.34864965081214905 0.5793853402137756 0.9701990485191345 2.3255443572998047 0.03766189515590668 0.042703576385974884
43 2.719970464706421 5.3249125480651855 0.3444650173187256 0.5807363986968994 0.9600827693939209 2.378387212753296 0.037562619894742966 0.04284341633319855
44 2.6965749263763428 5.625463962554932 0.34136804938316345 0.5855417847633362 0.9522873163223267 2.654812812805176 0.03744744136929512 0.04294237866997719
45 2.6768851280212402 5.620657444000244 0.338631272315979 0.5848366022109985 0.9463393688201904 2.6535630226135254 0.037389449775218964 0.042911212891340256
46 2.654982328414917 5.494737148284912 0.33558332920074463 0.5841445326805115 0.9397639632225037 2.5310263633728027 0.03730170428752899 0.04298820719122887
47 2.644573926925659 5.556004047393799 0.33419620990753174 0.5849129557609558 0.9363007545471191 2.5885863304138184 0.037292271852493286 0.04285288602113724
48 2.6325156688690186 5.584110260009766 0.33252447843551636 0.585666298866272 0.9326292872428894 2.6128976345062256 0.037263985723257065 0.04288116469979286
49 2.6243996620178223 5.553710460662842 0.33138689398765564 0.5855288505554199 0.9302673935890198 2.583115816116333 0.03719784691929817 0.042950574308633804
50 2.6190614700317383 5.588602542877197 0.33066150546073914 0.5862570405006409 0.9285710453987122 2.6143977642059326 0.03718285635113716 0.042919643223285675
